,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year,SENTENCE_DAYS,BOND_AMOUNT
1675,ZZHSLEBH,08/13/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,50000
1676,ZZEZBLHZ,08/13/2018,BLACK,M,OTHERS,2018,360,25100
1677,ZZHSWEHC,08/13/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018,304,50500
1678,ZZHRSCZS,08/13/2018,HISPANIC,M,OTHERS,2018,0,170000
1679,ZZHHSRLJ,08/13/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,731,50100
1680,ZZSRHCJJ,08/13/2018,BLACK,M,OTHERS,2018,0,152500
1681,ZZESCSRB,08/13/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,95000
1682,ZZHZLCRB,08/13/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,110000
1683,ZZSRCEZS,08/13/2018,WHITE,F,OTHERS,2018,30,1000
1684,ZZSRCZBJ,08/13/2018,WHITE,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,913,501000
1685,ZZHEZBJJ,08/13/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,300000
1686,ZZSRCZBC,08/13/2018,WHITE,F,OTHERS,2018,791,17550
1687,ZZHBSRCH,08/14/2018,WHITE,M,OTHERS,2018,0,1000000
1688,ZZSELLJC,05/19/2018,WHITE,M,OTHERS,2018,1461,250000
1689,ZZRHZECB,08/14/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,45,20000
1690,ZZSREHCZ,08/14/2018,WHITE,M,OTHERS,2018,90,100000
1691,ZZHCLRCS,08/14/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,90000
1692,ZZSRLLHH,07/10/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,1826,750000
1693,ZZHZEWJW,08/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,50500
1694,ZZHWEWJL,06/06/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,30,15500
1695,ZZHJHLSR,08/14/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,60,10000
1696,ZZSZEERL,08/15/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,75050
1697,ZZRCCCZZ,08/15/2018,BLACK,M,OTHERS,2018,517,220000
1698,ZZSRRWJC,08/15/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,244,10000
1699,ZZEBBSBS,08/15/2018,BLACK,M,OTHERS,2018,90,2100
1700,ZZSELBWL,03/02/2018,HISPANIC,M,"ASSAULT, FIRST DEGREE                 BF",2018,0,301200
1701,ZZSRHLSH,08/15/2018,BLACK,M,OTHERS,2018,639,17500
1702,ZZEZBHWE,08/03/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,200000
1703,ZZHSJWJC,08/15/2018,HISPANIC,M,OTHERS,2018,1096,35000
1704,ZZERWWWJ,08/16/2018,BLACK,M,OTHERS,2018,0,100000
1705,ZZRLHJHW,08/16/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,160100
1706,ZZHCHCHH,08/16/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,90000
1707,ZZRZJLRZ,08/16/2018,WHITE,M,OTHERS,2018,365,50000
1708,ZZRCWZSL,08/16/2018,HISPANIC,M,OTHERS,2018,0,311000
1709,ZZECWBWH,08/16/2018,BLACK,M,OTHERS,2018,0,285000
1710,ZZRLWSHZ,08/16/2018,HISPANIC,M,OTHERS,2018,60,25000
1711,ZZHHZBJZ,08/16/2018,BLACK,F,VIOLATION OF PROBATION OR COND DISCHG,2018,213,50000
1712,ZZECBWHL,08/17/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,91,10000
1713,ZZHJERCL,04/09/2018,BLACK,M,OTHERS,2018,0,80000
1714,ZZHZJJRR,08/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,35000
1715,ZZSRZRBZ,08/17/2018,BLACK,M,OTHERS,2018,883,205000
1716,ZZEBEWZL,08/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,75000
1717,ZZHERECH,08/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,85000
1718,ZZSZRLRB,06/22/2018,BLACK,M,OTHERS,2018,731,220000
1719,ZZHCELBW,08/17/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,45,1000
1720,ZZSZJBSJ,08/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,122,350500
1721,ZZHBELLZ,08/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,30,75000
1722,ZZHBZCHC,08/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,60150
1723,ZZHREHEL,08/17/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,125000
1724,ZZHSBHLB,08/17/2018,BLACK,M,OTHERS,2018,0,125400
1725,ZZHREJZB,08/17/2018,WHITE,M,OTHERS,2018,0,150000
1726,ZZRBHRWZ,08/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,274,250000
1727,ZZHLEHLC,08/20/2018,BLACK,M,OTHERS,2018,0,110500
1728,ZZSZHJWJ,08/20/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,1096,100000
1729,ZZHWSZJC,08/17/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,2739,500000
1730,ZZRWELJL,08/20/2018,BLACK,M,OTHERS,2018,0,50000
1731,ZZEZSWRB,08/20/2018,WHITE,M,OTHERS,2018,244,10000
1732,ZZRSJRWE,08/20/2018,WHITE,M,OTHERS,2018,0,96500
1733,ZZELSBJZ,08/19/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,37550
1734,ZZRSEZRE,08/20/2018,BLACK,F,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,85100
1735,ZZZJZWWZ,08/20/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,731,17500
1736,ZZZWCCCJ,08/20/2018,WHITE,M,OTHERS,2018,120,10000
1737,ZZHWZHRS,08/20/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,548,20000
1738,ZZHJRWEZ,08/20/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,15000
1739,ZZSRWHLJ,08/20/2018,BLACK,M,OTHERS,2018,0,351000
1740,ZZSELHEC,08/20/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,244,56000
1741,ZZSELBWZ,08/20/2018,WHITE,F,OTHERS,2018,731,800000
1742,ZZRSWBWS,08/20/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,90,8000
1743,ZZSEEJLE,08/20/2018,WHITE,F,OTHERS,2018,548,125500
1744,ZZHCCHJE,08/20/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,55000
1745,ZZSRLHZR,06/18/2018,HISPANIC,M,OTHERS,2018,731,5000
1746,ZZHHCSRL,08/21/2018,BLACK,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,40050
1747,ZZSRWCBW,05/30/2018,WHITE,M,OTHERS,2018,548,80500
1748,ZZSRSLCS,08/21/2018,WHITE,F,OTHERS,2018,45,20500
1749,ZZSREBBS,08/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,60000
1750,ZZHWWLLB,08/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,25000
1751,ZZHWCCHE,08/21/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,82500
1752,ZZRSWLEZ,08/22/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,525200
1753,ZZHJLLZH,08/22/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1826,752500
1754,ZZHJBRBL,08/22/2018,BLACK,F,"ASSAULT, THIRD DEGREE                 AM",2018,0,92500
1755,ZZHJJEZR,08/22/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,50000
1756,ZZRJWECC,08/22/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,913,50000
1757,ZZSRCRRL,08/22/2018,BLACK,M,OTHERS,2018,30,15000
1758,ZZHWRRES,08/22/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,250000
1759,ZZSZJWJZ,08/22/2018,BLACK,M,OTHERS,2018,0,115000
1760,ZZRBZWSZ,08/23/2018,HISPANIC,M,OTHERS,2018,365,50000
1761,ZZHELJHB,08/23/2018,WHITE,M,OTHERS,2018,0,5000
1762,ZZSEECES,08/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,30500
1763,ZZHWSHEJ,05/07/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,500
1764,ZZSRCRSE,08/23/2018,WHITE,M,OTHERS,2018,731,10000
1765,ZZSZHEWR,08/23/2018,WHITE,M,OTHERS,2018,45,1000
1766,ZZHLCZEH,08/23/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,4000
1767,ZZSESLEJ,08/24/2018,BLACK,F,OTHERS,2018,0,181000
1768,ZZSEHBBC,08/24/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,75000
1769,ZZHWSWCH,08/24/2018,WHITE,M,OTHERS,2018,0,86000
1770,ZZHZESJJ,08/24/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,101000
1771,ZZSRCRLW,08/24/2018,HISPANIC,F,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,500000
1772,ZZHBWBJB,08/24/2018,HISPANIC,F,OTHERS,2018,731,75000
1773,ZZHWHCER,08/24/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,352500
1774,ZZEERLCZ,08/24/2018,BLACK,M,OTHERS,2018,0,80000
1775,ZZHBSZJW,08/24/2018,WHITE,M,OTHERS,2018,4383,1255000
1776,ZZSZHWBH,08/24/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,61000
1777,ZZSRCRLC,08/24/2018,BLACK,M,OTHERS,2018,0,151000
1778,ZZHBSCHR,08/24/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,50000
1779,ZZHCSBRE,08/26/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,30000
1780,ZZERELWL,08/27/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,30000
1781,ZZHCEJJJ,08/27/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,152,40000
1782,ZZHECBHB,08/27/2018,BLACK,M,OTHERS,2018,1096,325000
1783,ZZHWWLSC,08/27/2018,WHITE,M,OTHERS,2018,457,151000
1784,ZZHLRSHS,08/27/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,15000
1785,ZZRJLBCJ,08/27/2018,WHITE,M,OTHERS,2018,183,10050
1786,ZZSRRZBR,08/27/2018,WHITE,M,OTHERS,2018,548,20000
1787,ZZRCSHEB,08/27/2018,WHITE,F,"ASSAULT, THIRD DEGREE                 AM",2018,90,2000
1788,ZZSZHCRR,08/14/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,105000
1789,ZZHBJBWJ,08/27/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,30,21500
1790,ZZRRLELJ,08/27/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,0,5000
1791,ZZECRWBE,08/27/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,731,32500
1792,ZZZLRCJC,08/27/2018,BLACK,M,OTHERS,2018,183,50000
1793,ZZHLCSBH,08/27/2018,BLACK,M,OTHERS,2018,548,300000
1794,ZZREWEEW,08/27/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,51000
1795,ZZZJCHHZ,08/27/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,150,10000
1796,ZZSRCRBZ,08/27/2018,BLACK,M,OTHERS,2018,0,25000
1797,ZZHZHBZZ,08/27/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,91,10000
1798,ZZECRBJE,01/22/2018,BLACK,M,OTHERS,2018,731,275000
1799,ZZRHWCEZ,08/27/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,609,250100
1800,ZZSRLBBB,07/27/2018,BLACK,M,OTHERS,2018,0,252000
1801,ZZZCHSHB,08/27/2018,BLACK,M,OTHERS,2018,365,20000
1802,ZZSRWRCW,08/28/2018,BLACK,M,OTHERS,2018,0,750500
1803,ZZHSLZWR,08/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,150000
1804,ZZHJSEEC,08/28/2018,BLACK,M,OTHERS,2018,365,100075
1805,ZZSRCRJJ,08/28/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018,183,25000
1806,ZZSECBWS,08/28/2018,WHITE,M,OTHERS,2018,0,276500
1807,ZZSRZEWH,08/28/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,145000
1808,ZZSESEJB,08/28/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,30000
1809,ZZHBCCHW,08/15/2018,BLACK,M,OTHERS,2018,913,100050
1810,ZZSZWJRR,07/05/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018,365,32500
1811,ZZZJZRRL,08/28/2018,WHITE,M,OTHERS,2018,90,35000
1812,ZZHSLRCL,08/28/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,1150000
1813,ZZRCHZLJ,08/28/2018,HISPANIC,F,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,20000
1814,ZZSEWJLS,08/29/2018,HISPANIC,M,OTHERS,2018,0,212500
1815,ZZSZZWCC,08/29/2018,BLACK,M,OTHERS,2018,1461,100200
1816,ZZSEZZLS,08/17/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,30,1500
1817,ZZECECSH,08/29/2018,WHITE,M,OTHERS,2018,1096,45000
1818,ZZRCCSJL,08/29/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,731,75000
1819,ZZELLWZW,08/29/2018,BLACK,M,OTHERS,2018,913,250000
1820,ZZSECBCS,08/29/2018,WHITE,M,OTHERS,2018,45,15000
1821,ZZSRCHRH,08/29/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018,365,37500
1822,ZZHREWRE,08/29/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,198500
1823,ZZSRHHLR,08/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,25750
1824,ZZRCBRBS,08/29/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018,0,303000
1825,ZZECSBRR,08/29/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,2192,150000
1826,ZZREWRLJ,08/29/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,20100
1827,ZZSZHSRZ,08/29/2018,BLACK,M,OTHERS,2018,0,80000
1828,ZZHEEEHZ,08/30/2018,WHITE,F,OTHERS,2018,731,75000
1829,ZZRWBBJB,08/30/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,950
1830,ZZHBJBRL,08/30/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,3500
1831,ZZHHHWRR,08/30/2018,HISPANIC,M,OTHERS,2018,183,3000
1832,ZZHLHBSZ,08/30/2018,WHITE,M,OTHERS,2018,731,265000
1833,ZZSRWWEL,06/28/2018,BLACK,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,16200
1834,ZZSEEJBL,08/30/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,365,75000
1835,ZZSEHEZB,08/30/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,25500
1836,ZZSEZREE,08/30/2018,BLACK,F,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,85500
1837,ZZRCLBJC,08/31/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,304,25000
1838,ZZHCEHJB,08/31/2018,BLACK,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,50000
1839,ZZRBCZSL,08/31/2018,BLACK,M,OTHERS,2018,0,250000
1840,ZZHBLWEL,08/31/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,700000
1841,ZZHCJZZJ,09/01/2018,WHITE,M,OTHERS,2018,365,20000
1842,ZZEHLJHL,09/02/2018,WHITE,M,OTHERS,2018,0,1000
1843,ZZRSWZRC,09/04/2018,HISPANIC,M,OTHERS,2018,457,20000
1844,ZZRZLRSL,09/04/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,120,3000
1845,ZZSRLCZJ,09/04/2018,BLACK,F,"ASSAULT, FIRST DEGREE                 BF",2018,1613,200000
1846,ZZHZHHBL,09/04/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,487,30000
1847,ZZHJRBCW,07/02/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018,1096,100000
1848,ZZHZRZZE,09/04/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,45,55000
1849,ZZSZCJEH,09/04/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,426,75000
1850,ZZRJZZLZ,09/04/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018,1096,16000
1851,ZZSRCHBE,09/04/2018,BLACK,M,OTHERS,2018,0,400000
1852,ZZSRCHBL,09/04/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018,183,15000
1853,ZZRWCZSE,09/04/2018,BLACK,M,OTHERS,2018,609,20000
1854,ZZSRSLBB,09/04/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,91,50000
1855,ZZHEJCSB,09/04/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018,1826,260000
1856,ZZRHHWHJ,09/04/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,365,12000
1857,ZZZERJHC,09/04/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,150000
1858,ZZRLWZBJ,09/04/2018,HISPANIC,M,OTHERS,2018,1826,300300
1859,ZZRJCBLB,09/04/2018,WHITE,M,OTHERS,2018,426,30000
1860,ZZSRRLEJ,09/05/2018,BLACK,M,OTHERS,2018,183,150000
1861,ZZRHBHHC,09/05/2018,HISPANIC,M,OTHERS,2018,274,250001
1862,ZZHEJJEH,09/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,100000
1863,ZZSEWSWE,09/05/2018,BLACK,M,OTHERS,2018,913,100000
1864,ZZRHBWZR,09/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,27000
1865,ZZSEEWSB,09/05/2018,HISPANIC,M,OTHERS,2018,0,142000
1866,ZZHZZBLZ,09/05/2018,WHITE,F,OTHERS,2018,120,1000
1867,ZZSRCSRB,09/05/2018,BLACK,F,OTHERS,2018,0,75000
1868,ZZRWJLEJ,09/05/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,45500
1869,ZZSEHRRZ,09/05/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,10000
1870,ZZSRCSRE,09/05/2018,HISPANIC,M,OTHERS,2018,0,300000
1871,ZZRCCCJC,09/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,455,25000
1872,ZZHJEZEB,09/06/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,274,50000
1873,ZZSERSCJ,09/06/2018,BLACK,M,OTHERS,2018,365,100000
1874,ZZSESBHR,07/16/2018,BLACK,M,OTHERS,2018,1461,750000
1875,ZZSRCSHS,09/06/2018,WHITE,M,OTHERS,2018,365,150000
1876,ZZEBJREJ,09/06/2018,HISPANIC,M,OTHERS,2018,731,250000
1877,ZZESLHSZ,09/06/2018,BLACK,M,OTHERS,2018,1,500
1878,ZZSZLHZS,09/06/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018,0,490000
1879,ZZHHSZJH,09/06/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,548,160500
1880,ZZHLHRWS,09/06/2018,BLACK,F,OTHERS,2018,0,125000
1881,ZZRZRWLR,09/06/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,90000
1882,ZZSRCSSS,09/06/2018,WHITE,F,OTHERS,2018,1096,25700
1883,ZZHBELZS,09/06/2018,HISPANIC,M,OTHERS,2018,0,1750000
1884,ZZSRCSSB,09/06/2018,WHITE,F,OTHERS,2018,0,10950
1885,ZZHSWHHC,09/06/2018,WHITE,F,OTHERS,2018,0,315000
1886,ZZHELWSH,09/06/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,12000
1887,ZZSRCSHH,09/06/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,0,60800
1888,ZZHCEBCJ,09/07/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018,0,22500
1889,ZZHSBWZS,09/06/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,183,100050
1890,ZZRJCHJS,08/10/2018,HISPANIC,M,OTHERS,2018,30,25000
1891,ZZSZEEHZ,09/07/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,170000
1892,ZZSEBEJB,09/07/2018,WHITE,F,OTHERS,2018,0,475000
1893,ZZSREBEE,09/07/2018,HISPANIC,M,OTHERS,2018,913,100000
1894,ZZRESECL,09/10/2018,BLACK,M,OTHERS,2018,20,2500
1895,ZZRLHJBR,09/10/2018,BLACK,M,OTHERS,2018,0,78500
1896,ZZSZZESR,09/10/2018,HISPANIC,M,OTHERS,2018,0,55050
1897,ZZHRSHRL,09/10/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,152,17500
1898,ZZSRWCEJ,09/08/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,274,30000
1899,ZZEJRECZ,09/10/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,10100
1900,ZZRZLCEC,09/10/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,183,28000
1901,ZZHSLSLZ,09/10/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,20000
1902,ZZSRCSCZ,09/10/2018,HISPANIC,M,OTHERS,2018,335,51000
1903,ZZREZZLL,09/10/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018,6209,760600
1904,ZZHRZBZC,09/10/2018,BLACK,M,OTHERS,2018,0,300000
1905,ZZHWWLZL,09/10/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018,913,70000
1906,ZZHJWRHR,09/10/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,0,145000
1907,ZZSELCZE,09/11/2018,WHITE,M,OTHERS,2018,0,102550
1908,ZZHCRHCW,09/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,100000
1909,ZZRZCLSB,09/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,457,55500
1910,ZZSEEBSB,09/11/2018,HISPANIC,M,OTHERS,2018,0,465000
1911,ZZEBELEE,09/11/2018,BLACK,M,OTHERS,2018,0,125000
1912,ZZSRCREE,08/21/2018,WHITE,F,OTHERS,2018,0,500
1913,ZZEWCHBZ,09/11/2018,WHITE,M,OTHERS,2018,913,35201
1914,ZZEBWSSB,09/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,60,7500
1915,ZZSERWER,09/11/2018,BLACK,F,OTHERS,2018,0,48495
1916,ZZSRRHBC,09/11/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,183,7500
1917,ZZHLJBWJ,09/11/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018,274,15000
1918,ZZHJECCH,09/11/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,0,252500
1919,ZZSRCWZL,09/11/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,50000
1920,ZZHCSJWL,09/11/2018,HISPANIC,M,OTHERS,2018,1096,250000
1921,ZZSRZJRS,09/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,365,102000
1922,ZZSRWBWJ,05/16/2018,BLACK,M,OTHERS,2018,120,100000
1923,ZZSRCWHH,09/12/2018,BLACK,M,OTHERS,2018,183,100000
1924,ZZHZZWBR,09/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,1826,250000
1925,ZZSEWSLC,09/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,213,75000
1926,ZZSRCHLS,08/31/2018,WHITE,F,OTHERS,2018,487,42500
1927,ZZHSRSZL,09/11/2018,BLACK,M,OTHERS,2018,0,260000
1928,ZZRLJECC,09/12/2018,BLACK,M,OTHERS,2018,1826,440000
1929,ZZHLJSHJ,09/12/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,37500
1930,ZZHWHLSJ,09/12/2018,WHITE,M,OTHERS,2018,90,5000
1931,ZZHBCHLH,09/13/2018,HISPANIC,F,OTHERS,2018,0,158000
1932,ZZHJWCWS,09/13/2018,WHITE,M,OTHERS,2018,731,110050
1933,ZZSZCEZB,09/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,90,4100
1934,ZZSEECLH,09/13/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,20100
1935,ZZSEZCLB,09/13/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018,2922,151000
1936,ZZHZBLCB,09/13/2018,BLACK,M,OTHERS,2018,731,170000
1937,ZZRBRLCL,09/13/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018,548,100000
1938,ZZHWLREH,09/14/2018,BLACK,F,INJURY OR RISK OF INJURY TO MINOR      F,2018,0,301500
1939,ZZHHZHSW,09/14/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018,213,10000
1940,ZZEBLBHL,09/14/2018,WHITE,M,OTHERS,2018,2557,50000
1941,ZZSRSJSW,09/14/2018,WHITE,M,OTHERS,2018,0,95500
1942,ZZSRCWLW,09/14/2018,WHITE,M,OTHERS,2018,0,250000
1943,ZZSEJHRH,09/14/2018,HISPANIC,M,OTHERS,2018,731,67000
1944,ZZHRJBHC,09/17/2018,BLACK,M,OTHERS,2018,732,75000
1945,ZZZWCCJJ,09/17/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018,183,20500
1946,ZZHCHWWZ,09/17/2018,WHITE,M,OTHERS,2018,0,25050
